year,region,avg_temp,precipitation
2010,제주특별자치도,15.678356164383562,1584.9
2010,충청남도,11.735068493150685,2141.8
2010,충청북도,13.083835616438357,1422.4
2011,강원특별자치도,10.735068493150685,2029.3
2011,경기도,11.884109589041095,1975.9
2011,경상남도,14.326301369863014,1514.0
2011,경상북도,12.207671232876713,1251.5
2011,광주광역시,13.789041095890411,1300.3
2011,대구광역시,14.32986301369863,1430.4
2011,대전광역시,12.614794520547944,1943.4
2011,부산광역시,14.594520547945205,1478.6
2011,서울특별시,12.082191780821917,2039.3
2011,울산광역시,13.74,1233.2
2011,인천광역시,12.028846153846153,1725.5
2011,전라남도,13.002191780821919,982.1
2011,전북특별자치도,13.175068493150684,1621.8
2011,제주특별자치도,15.64054794520548,1478.6
2011,충청남도,11.658904109589042,1704.4
2011,충청북도,12.845205479452055,1805.6
2012,강원특별자치도,10.712841530054645,1324.3
2012,경기도,12.161748633879782,1748.3
2012,경상남도,14.24207650273224,1559.4
2012,경상북도,12.173497267759563,1047.0
2012,광주광역시,13.712841530054645,1626.8
2012,대구광역시,14.10191256830601,1189.9
2012,대전광역시,12.643715846994537,1409.5
2012,부산광역시,14.56775956284153,1983.3
2012,서울특별시,12.268579234972679,1646.3
2012,울산광역시,13.754918032786886,1458.1
2012,인천광역시,12.110655737704919,1415.1
2012,전라남도,13.106284153005463,1577.5
2012,전북특별자치도,13.26311475409836,1359.7
2012,제주특별자치도,15.727595628415301,2248.3
2012,충청남도,11.542896174863387,1642.6
2012,충청북도,12.724043715846994,1387.6
2013,강원특별자치도,11.164383561643836,1738.9
2013,경기도,12.386575342465754,1240.1
2013,경상남도,15.021095890410958,1110.0
2013,경상북도,12.510684931506848,979.9
2013,광주광역시,14.273424657534248,1245.4
2013,대구광역시,15.00357142857143,996.4
2013,대전광역시,13.145479452054795,1120.2
2013,부산광역시,15.323013698630136,1130.1
2013,서울특별시,12.563561643835616,1403.8
2013,울산광역시,14.87041095890411,858.3
2013,인천광역시,11.946027397260275,1186.6
2013,전라남도,13.847671232876712,1089.7
2013,전북특별자치도,13.904931506849316,1264.7
2013,제주특별자치도,16.53013698630137,859.1
2013,충청남도,11.833150684931509,1018.7
2013,충청북도,13.324931506849316,1240.7
2014,강원특별자치도,12.178356164383562,674.4
2014,경기도,13.148493150684931,1029.1
2014,경상남도,14.931506849315069,1525.8
2014,경상북도,12.507945205479452,960.4
2014,광주광역시,14.315068493150685,1290.3
2014,대구광역시,14.980547945205478,1072.1
2014,대전광역시,13.498082191780822,1117.7
2014,부산광역시,15.129041095890411,1693.1
2014,서울특별시,13.40027397260274,808.9
2014,울산광역시,14.776712328767124,1398.7
2014,인천광역시,12.83041095890411,788.1
2014,전라남도,13.979999999999999,1087.7
2014,전북특별자치도,13.959726027397261,1206.3
2014,제주특별자치도,16.26164383561644,1563.4
2014,충청남도,12.378082191780821,1000.1
2014,충청북도,13.917260273972603,913.7
2015,강원특별자치도,12.564657534246576,757.8
2015,경기도,13.562191780821918,751.1
2015,경상남도,14.693972602739727,1110.7
2015,경상북도,12.987945205479454,755.1
2015,광주광역시,14.705479452054794,1049.6
2015,대구광역시,14.838904109589041,908.5
2015,대전광역시,14.018904109589041,822.7
2015,부산광역시,15.480547945205478,1396.7
2015,서울특별시,13.621917808219179,792.1
2015,울산광역시,15.042191780821916,1044.6
2015,인천광역시,13.205205479452054,652.0
2015,전라남도,14.494794520547947,1041.6
2015,전북특별자치도,14.281917808219177,813.5
2015,제주특별자치도,16.76027397260274,1728.3
2015,충청남도,12.766301369863013,815.9
2015,충청북도,14.087123287671233,756.9
2016,강원특별자치도,12.477595628415301,1333.8
2016,경기도,13.614207650273224,1023.4
2016,경상남도,14.918032786885245,1893.0
2016,경상북도,13.242349726775956,934.4
2016,광주광역시,15.051912568306012,1482.3
2016,대구광역시,14.640437158469945,1227.3
2016,대전광역시,14.053005464480874,1228.4
2016,부산광역시,15.736612021857924,1760.2
2016,서울특별시,13.592896174863387,991.7
2016,울산광역시,14.85191256830601,1693.8999999999999
2016,인천광역시,13.330327868852459,864.3
2016,전라남도,14.816393442622951,1398.0
2016,전북특별자치도,14.369398907103825,1117.7
2016,제주특별자치도,17.029781420765026,1416.4
2016,충청남도,12.953551912568306,922.1
2016,충청북도,13.888524590163934,938.0
2017,강원특별자치도,11.78,1217.2
2017,경기도,12.656712328767123,1328.6
2017,경상남도,14.85068493150685,879.3
2017,경상북도,12.707123287671234,938.8
2017,광주광역시,14.661643835616438,936.6
2017,대구광역시,14.437534246575343,663.7
2017,대전광역시,13.46027397260274,1127.5
2017,부산광역시,15.254520547945205,1014.4000000000001
2017,서울특별시,13.073150684931507,1233.2
2017,울산광역시,14.593698630136986,671.4
2017,인천광역시,12.604657534246575,1028.9
2017,전라남도,14.31835616438356,722.5
2017,전북특별자치도,13.698082191780822,947.8
2017,제주특별자치도,16.83753424657534,773.3
2017,충청남도,12.313223140495868,830.4
2017,충청북도,13.489863013698631,1301.2
2018,강원특별자치도,11.680821917808219,1401.5
2018,경기도,12.810684931506849,1293.1
2018,경상남도,14.267945205479453,1507.3
2018,경상북도,12.772602739726027,1078.0
2018,광주광역시,14.702465753424656,1427.9
2018,대구광역시,14.18986301369863,1297.6
2018,대전광역시,13.603561643835617,1542.1
2018,부산광역시,15.115068493150686,1778.6000000000001
2018,서울특별시,13.002465753424657,1284.1
2018,울산광역시,14.381643835616439,1416.1
2018,인천광역시,12.577534246575343,1134.4
2018,전라남도,14.486849315068493,1363.3
2018,전북특별자치도,14.006301369863014,1332.5
2018,제주특별자치도,16.688767123287672,1769.5
2018,충청남도,12.34917127071823,1227.2
2018,충청북도,13.59917808219178,1381.6
2019,강원특별자치도,12.366758241758241,923.2
2019,경기도,13.261917808219179,915.8
2019,경상남도,14.705205479452054,1587.0
2019,경상북도,12.944931506849315,867.8
2019,광주광역시,14.720273972602739,1085.9
2019,대구광역시,14.893424657534247,995.7
2019,대전광역시,14.062465753424657,984.2
2019,부산광역시,15.751506849315069,1623.2
2019,서울특별시,13.598904109589043,891.3
2019,세종특별자치시,17.211682242990655,959.3
2019,울산광역시,14.994246575342466,1450.1
2019,인천광역시,13.252054794520548,919.5
2019,전라남도,14.387123287671233,1248.4
2019,전북특별자치도,14.225479452054795,968.9
2019,제주특별자치도,16.862191780821917,1979.8999999999999
2019,충청남도,12.662880886426594,915.0
2019,충청북도,14.253424657534246,856.7
2020,강원특별자치도,12.195901639344262,1550.9
2020,경기도,12.940710382513661,1635.5
2020,경상남도,14.410109289617488,1672.8
2020,경상북도,12.594535519125683,1211.8
2020,광주광역시,14.511475409836065,2027.0
2020,대구광역시,14.545901639344264,1244.9
2020,대전광역시,13.772404371584699,1614.0
2020,부산광역시,15.205464480874316,2281.6
2020,서울특별시,13.271857923497267,1651.1
2020,세종특별자치시,13.104098360655739,1685.8
2020,울산광역시,14.622131147540983,1557.9
2020,인천광역시,12.855737704918033,1311.9
2020,전라남도,14.004918032786886,1427.7
2020,전북특별자치도,13.99207650273224,1780.8
2020,제주특별자치도,16.7448087431694,1389.5
2020,충청남도,12.627868852459017,1488.7
2020,충청북도,13.97896174863388,1358.6
2021,강원특별자치도,12.427945205479451,1045.9
2021,경기도,13.447945205479453,1084.4
2021,경상남도,14.927123287671233,1710.6
2021,경상북도,12.761917808219179,974.0
2021,광주광역시,15.132328767123289,1303.8
2021,대구광역시,14.661095890410959,910.0
2021,대전광역시,14.30082191780822,1109.5
2021,부산광역시,15.771232876712329,1807.8
2021,서울특별시,13.752054794520548,1186.5
2021,세종특별자치시,13.532876712328767,1104.6
2021,울산광역시,14.927397260273972,1337.0
2021,인천광역시,13.412876712328767,1071.8
2021,전라남도,15.114520547945206,1101.0
2021,전북특별자치도,14.618630136986301,1496.6
2021,제주특별자치도,17.507123287671234,1627.7
2021,충청남도,13.209315068493149,1207.3
2021,충청북도,14.398082191780823,1001.6
2022,강원특별자치도,11.921095890410959,1728.4
2022,경기도,12.82986301369863,1864.0
2022,경상남도,14.712876712328766,1049.9
2022,경상북도,12.628767123287671,655.7
2022,광주광역시,14.85232876712329,769.9
2022,대구광역시,14.771232876712329,581.0
2022,대전광역시,13.580821917808219,1203.1
2022,부산광역시,15.419452054794522,991.9
2022,서울특별시,13.296164383561646,1775.3
2022,세종특별자치시,13.031129476584022,1222.4
2022,울산광역시,14.74931506849315,926.1
2022,인천광역시,12.587397260273972,1620.5
2022,전라남도,14.353150684931506,739.9
2022,전북특별자치도,14.082465753424659,1071.5
2022,제주특별자치도,17.085479452054795,1075.8
2022,충청남도,12.36109589041096,1570.7
2022,충청북도,13.977260273972602,1236.4
2023,강원특별자치도,12.427945205479451,1389.8
2023,경기도,13.413150684931507,1409.4
2023,경상남도,15.221917808219178,2161.1
2023,경상북도,13.365479452054794,1518.7
2023,광주광역시,15.338630136986302,2116.1
2023,대구광역시,15.175342465753424,1321.8
2023,대전광역시,14.105205479452053,2042.5
2023,부산광역시,16.075068493150685,2191.4
2023,서울특별시,14.109041095890412,1598.8
2023,세종특별자치시,13.87190082644628,2103.3
2023,울산광역시,15.073424657534247,1642.9
2023,인천광역시,13.463561643835616,1331.4
2023,전라남도,14.966301369863013,1577.9
2023,전북특별자치도,14.869315068493151,1986.6
2023,제주특별자치도,17.507671232876714,1444.9
2023,충청남도,13.390958904109588,1529.7
2023,충청북도,14.903287671232876,1805.6
2024,강원특별자치도,13.38539944903581,1219.6
2024,경기도,14.133060109289618,1378.2
2024,경상남도,16.233060109289617,2016.8
2024,경상북도,14.192076502732242,1070.6
2024,광주광역시,15.972950819672132,1291.0
2024,대구광역시,15.850000000000001,1156.4
2024,대전광역시,14.942349726775955,1360.5
2024,부산광역시,16.66912568306011,1945.7
2024,서울특별시,14.875409836065574,1311.4
2024,세종특별자치시,14.523224043715848,1462.8
2024,울산광역시,15.561202185792348,1298.0
2024,인천광역시,14.251912568306011,1060.8
2024,전라남도,15.75382513661202,1285.2
2024,전북특별자치도,15.761475409836065,1357.9
2024,제주특별자치도,18.17978142076503,1597.7
2024,충청남도,14.121311475409835,1806.1
2024,충청북도,15.593150684931507,1534.9
